,user_id,churn_score,confidence_level,rfm_component,engagement_component,behavioral_component,purchase_component,temporal_component
0,1515915625519380000,56.0818210777595,100.0,0.4294097457958906,-0.0026380442473840013,1.0840188743887447,-0.19058608520493728,-0.3916543611179793
1,1515915625513230000,68.1629986171825,100.0,1.2444805912141936,2.3767078312576196e-08,1.5852340235338351,0.40957747490500784,0.2648275885163202
2,1515915625519010000,55.20710440232468,100.0,0.3301126979951376,-1.2040593198948483e-05,1.4038102661718985,-0.19055948823300312,-0.8848194933533534
3,1515915625510740000,54.089656781446436,100.0,-0.218365933325666,-1.2685930530378871e-08,1.4423801122820192,-0.19055948823300312,0.5260753263486656
4,1515915625519320000,52.75549638518889,100.0,0.36792249936834137,-0.008752614250477886,0.8599941137541487,-0.19056092590716173,-1.1666805715061042
5,1515915625356200000,66.91521144209702,100.0,1.3445498884572837,-2.388785259430742e-05,3.223812007377721,-0.9635646985702458,-1.052708847823752
6,1515915625519330000,56.82904685032708,100.0,0.45677721635573076,-5.96177379725338e-09,0.9113694665789756,-0.19055948823300312,0.06886173930630979
7,1515915625507210000,55.19627819204237,100.0,-0.09584410497527593,1.6562139794829983e-08,1.4423063152533755,-0.19055948823300312,0.5438772345970112
8,1515915625519350000,65.79614524031149,100.0,1.5190473661157955,0.0005595093247067419,1.3855308912796094,0.04028875623724825,-0.9145649894660379
9,1515915625519390000,50.847501091964176,100.0,-0.3723145010913101,-0.0882417476513066,1.311321435811529,0.3036493704594187,-0.5597181787673264
10,1515915625507410000,56.26923560307818,100.0,0.36749965570971405,7.162098473534229e-09,1.4597915409523203,-0.19055948823300312,-0.6691358548500713
11,1515915625470770000,54.82041612258993,100.0,0.2833092454478332,-3.0107430809230445e-07,1.1441994608952588,-0.19055948823300312,-0.4878677565417143
12,1515915625508480000,54.13386656067264,100.0,-0.2183652451201582,-1.2691232125046323e-08,1.4423801122820192,-0.19055948823300312,0.5438772345970112
13,1515915625400990000,54.770636770541174,100.0,0.36509895397556524,-3.519013057643974e-06,0.8588060731857211,-0.19055948823300312,-0.36613021778870447
14,1515915625512180000,57.738609805008046,100.0,0.5120677456435567,-1.8899312661310733e-06,1.180578342709046,-0.19055948823300312,-0.15673877412822163
15,1515915625519340000,62.105063259781524,100.0,-1.1408578544621955,0.3546847428716116,6.1597024482018785,-0.04350047092190768,-1.1279122157731942
16,1515915625517820000,67.51059015167918,100.0,1.5451574987284173,3.364859887896292e-07,1.4319317101642635,-0.06857788850889392,-0.1393799063028319
17,1515915625519250000,57.52776316621726,100.0,1.0978221354123232,-0.0006319970999309857,0.4916236295761893,0.03765334395261016,-1.60054236699774
18,1515915625361430000,54.799434762911545,100.0,0.21177186368502166,-3.038958930201666e-08,1.0243186703727136,-0.19055948823300312,-0.06613734663267544
19,1515915625513570000,70.15859593545103,100.0,1.7990347824797512,7.34855112114976e-06,1.2820448524417218,0.5857715472483417,-0.5497496274816254
20,1515915625517630000,52.456730066301404,100.0,0.36017863098818953,1.415392218654763e-05,0.9761233824839652,-0.19055948823300312,-1.455522452641692
21,1515915625518130000,63.699552512394234,100.0,1.4807852832235011,1.3343759840867754e-06,0.812544548521591,0.03986103613265424,-0.8378855146715769
